CustomerID,Recency,Frequency,Monetary,R,F,M,RFM_Score,RFM_Total,Segment
13137.0,4,4,1457.75,4,3,4,434,11,Loyal Customers
13138.0,34,3,489.45,3,3,2,332,8,Loyal Customers
13139.0,10,3,1710.94,4,3,4,434,11,Loyal Customers
13140.0,9,3,423.72,4,3,2,432,9,Loyal Customers
13141.0,115,5,1398.08,2,4,4,244,10,At Risk
13144.0,233,1,110.95,1,1,1,111,3,Others
13145.0,28,2,413.8,3,2,2,322,7,Potential Loyalists
13148.0,8,15,2431.23,4,4,4,444,12,Champions
13149.0,7,3,1132.62,4,3,3,433,10,Loyal Customers
13151.0,104,2,1250.3700000000001,2,2,3,223,7,Others
13154.0,45,1,-611.86,3,1,1,311,5,Potential Loyalists
13155.0,227,2,569.2,1,2,3,123,6,Others
13157.0,42,4,853.55,3,3,3,333,9,Loyal Customers
13158.0,20,3,868.17,4,3,3,433,10,Loyal Customers
13159.0,6,3,793.49,4,3,3,433,10,Loyal Customers
13161.0,214,1,112.75,1,1,1,111,3,Others
13162.0,23,5,1644.99,4,4,4,444,12,Champions
13165.0,252,1,354.64,1,1,2,112,4,Others
13166.0,183,2,414.7,1,2,2,122,5,Others
13167.0,31,2,417.55,3,2,2,322,7,Potential Loyalists
13168.0,100,4,963.61,2,3,3,233,8,At Risk
13169.0,153,1,505.2,1,1,2,112,4,Others
13171.0,200,1,140.35,1,1,1,111,3,Others
13173.0,268,1,165.94,1,1,1,111,3,Others
13174.0,217,2,2108.27,1,2,4,124,7,Others
13178.0,34,8,4391.7300000000005,3,4,4,344,11,Loyal Customers
13183.0,2,6,2394.98,4,4,4,444,12,Champions
13184.0,31,11,1451.94,3,4,4,344,11,Loyal Customers
13185.0,168,1,71.4,1,1,1,111,3,Others
13186.0,21,3,952.1400000000001,4,3,3,433,10,Loyal Customers
13187.0,238,1,236.02,1,1,1,111,3,Others
13189.0,16,1,127.0,4,1,1,411,6,Potential Loyalists
13192.0,106,1,464.32,2,1,2,212,5,Others
13194.0,36,1,60.7,3,1,1,311,5,Potential Loyalists
13196.0,163,1,512.13,1,1,2,112,4,Others
13198.0,21,6,2998.23,4,4,4,444,12,Champions
13199.0,4,22,4540.68,4,4,4,444,12,Champions
13200.0,27,1,319.32,4,1,2,412,7,Potential Loyalists
13203.0,21,2,309.86,4,2,2,422,8,Potential Loyalists
13207.0,51,1,197.52000000000004,3,1,1,311,5,Potential Loyalists
13208.0,56,4,835.0699999999999,3,3,3,333,9,Loyal Customers
13209.0,8,8,4084.63,4,4,4,444,12,Champions
13211.0,262,1,110.7,1,1,1,111,3,Others
13213.0,29,5,961.73,3,4,3,343,10,Loyal Customers
13216.0,168,1,333.74,1,1,2,112,4,Others
13217.0,23,5,133.62,4,4,1,441,9,Champions
13218.0,28,1,62.63999999999999,3,1,1,311,5,Potential Loyalists
13220.0,86,3,726.49,2,3,3,233,8,At Risk
13221.0,141,2,847.41,2,2,3,223,7,Others
13223.0,101,2,163.20000000000002,2,2,1,221,5,Others
13224.0,52,1,1212.26,3,1,3,313,7,Potential Loyalists
13225.0,44,6,3918.76,3,4,4,344,11,Loyal Customers
13226.0,174,1,108.21000000000001,1,1,1,111,3,Others
13227.0,102,1,257.7,2,1,2,212,5,Others
13229.0,126,1,160.95,2,1,1,211,4,Others
13230.0,39,13,2190.62,3,4,4,344,11,Loyal Customers
13232.0,81,4,878.45,2,3,3,233,8,At Risk
13233.0,237,1,304.24,1,1,2,112,4,Others
13235.0,112,2,101.17000000000007,2,2,1,221,5,Others
13236.0,7,1,439.23,4,1,2,412,7,Potential Loyalists
13238.0,64,2,318.85,3,2,2,322,7,Potential Loyalists
13239.0,162,1,329.56,1,1,2,112,4,Others
13240.0,74,3,553.61,2,3,3,233,8,At Risk
13242.0,13,3,270.40000000000003,4,3,2,432,9,Loyal Customers
13243.0,104,1,600.07,2,1,3,213,6,Others
13246.0,77,5,1860.99,2,4,4,244,10,At Risk
13248.0,25,2,465.68,4,2,2,422,8,Potential Loyalists
13249.0,162,1,291.84000000000003,1,1,2,112,4,Others
13253.0,57,2,1030.4,3,2,3,323,8,Potential Loyalists
13255.0,274,1,225.7,1,1,1,111,3,Others
13258.0,106,1,224.62,2,1,1,211,4,Others
13261.0,169,2,944.1,1,2,3,123,6,Others
13262.0,164,1,200.29,1,1,1,111,3,Others
13263.0,9,23,4870.68,4,4,4,444,12,Champions
13265.0,84,3,1465.66,2,3,4,234,9,At Risk
13266.0,7,13,2461.09,4,4,4,444,12,Champions
13267.0,11,20,2707.09,4,4,4,444,12,Champions
13268.0,70,9,2111.4,3,4,4,344,11,Loyal Customers
13269.0,10,9,2952.8,4,4,4,444,12,Champions
13270.0,267,1,590.0,1,1,3,113,5,Others
13273.0,14,1,138.98,4,1,1,411,6,Potential Loyalists
13277.0,17,2,125.9,4,2,1,421,7,Potential Loyalists
13280.0,23,3,814.86,4,3,3,433,10,Loyal Customers
13282.0,63,3,770.5500000000001,3,3,3,333,9,Loyal Customers
13283.0,86,1,25.5,2,1,1,211,4,Others
13284.0,223,2,196.15,1,2,1,121,4,Others
13285.0,62,3,1970.1,3,3,4,334,10,Loyal Customers
13291.0,56,1,361.11,3,1,2,312,6,Potential Loyalists
13292.0,185,1,249.57,1,1,2,112,4,Others
13294.0,90,2,873.74,2,2,3,223,7,Others
13295.0,260,2,197.95000000000002,1,2,1,121,4,Others
13296.0,38,1,87.4,3,1,1,311,5,Potential Loyalists
13299.0,169,1,142.5,1,1,1,111,3,Others
13300.0,65,2,365.29,3,2,2,322,7,Potential Loyalists
13301.0,4,4,618.09,4,3,3,433,10,Loyal Customers
13302.0,56,1,63.75,3,1,1,311,5,Potential Loyalists
13304.0,252,1,300.42,1,1,2,112,4,Others
13305.0,16,6,1085.75,4,4,3,443,11,Champions
13307.0,21,1,15.0,4,1,1,411,6,Potential Loyalists
13308.0,91,2,797.0500000000001,2,2,3,223,7,Others
13309.0,107,2,546.64,2,2,3,223,7,Others
13310.0,101,4,785.85,2,3,3,233,8,At Risk
13311.0,51,1,490.11,3,1,2,312,6,Potential Loyalists
13313.0,42,3,918.34,3,3,3,333,9,Loyal Customers
13316.0,32,3,3617.7400000000002,3,3,4,334,10,Loyal Customers
13317.0,84,7,1192.8700000000001,2,4,3,243,9,At Risk
13319.0,14,25,6775.150000000001,4,4,4,444,12,Champions
13320.0,7,4,939.15,4,3,3,433,10,Loyal Customers
13324.0,104,8,3766.14,2,4,4,244,10,At Risk
13327.0,13,8,2728.55,4,4,4,444,12,Champions
13328.0,217,1,1308.48,1,1,3,113,5,Others
13329.0,255,3,255.59999999999997,1,3,2,132,6,At Risk
13330.0,86,2,728.22,2,2,3,223,7,Others
13334.0,91,2,2731.84,2,2,4,224,8,Others
13338.0,55,3,431.82,3,3,2,332,8,Loyal Customers
13339.0,101,1,860.12,2,1,3,213,6,Others
13340.0,6,5,9229.54,4,4,4,444,12,Champions
13341.0,161,1,775.85,1,1,3,113,5,Others
13343.0,73,2,303.93,2,2,2,222,6,Others
13344.0,178,1,1656.15,1,1,4,114,6,Others
13345.0,177,2,377.6,1,2,2,122,5,Others
13355.0,23,1,674.7,4,1,3,413,8,Potential Loyalists
13357.0,158,1,609.95,1,1,3,113,5,Others
13358.0,169,1,439.03,1,1,2,112,4,Others
13362.0,146,2,1581.53,2,2,4,224,8,Others
13365.0,118,1,700.6,2,1,3,213,6,Others
13368.0,157,2,623.4,1,2,3,123,6,Others
13369.0,255,2,263.75,1,2,2,122,5,Others
13370.0,267,2,721.32,1,2,3,123,6,Others
13373.0,59,2,2055.58,3,2,4,324,9,Potential Loyalists
13376.0,104,2,770.0,2,2,3,223,7,Others
13379.0,37,1,136.29,3,1,1,311,5,Potential Loyalists
13381.0,14,4,2461.33,4,3,4,434,11,Loyal Customers
13382.0,181,1,222.99,1,1,1,111,3,Others
13384.0,22,4,1726.19,4,3,4,434,11,Loyal Customers
13385.0,230,1,534.57,1,1,3,113,5,Others
13388.0,22,3,627.15,4,3,3,433,10,Loyal Customers
13389.0,133,1,257.89,2,1,2,212,5,Others
13391.0,104,1,59.8,2,1,1,211,4,Others
13394.0,16,5,1543.45,4,4,4,444,12,Champions
13395.0,86,1,307.72,2,1,2,212,5,Others
13396.0,213,2,370.92,1,2,2,122,5,Others
13397.0,11,5,1223.24,4,4,3,443,11,Champions
13398.0,93,1,457.34,2,1,2,212,5,Others
13402.0,28,2,621.23,3,2,3,323,8,Potential Loyalists
13404.0,113,1,217.81,2,1,1,211,4,Others
13405.0,105,2,557.45,2,2,3,223,7,Others
13408.0,1,53,17094.15,4,4,4,444,12,Champions
13410.0,88,4,539.1899999999999,2,3,3,233,8,At Risk
13411.0,8,1,213.55,4,1,1,411,6,Potential Loyalists
13414.0,34,3,1390.5,3,3,4,334,10,Loyal Customers
13417.0,106,1,236.0,2,1,1,211,4,Others
13418.0,25,17,4090.43,4,4,4,444,12,Champions
13420.0,35,4,140.35,3,3,1,331,7,Loyal Customers
13421.0,191,2,822.94,1,2,3,123,6,Others
13425.0,9,3,1624.21,4,3,4,434,11,Loyal Customers
13426.0,83,5,1558.68,2,4,4,244,10,At Risk
13427.0,21,2,464.86,4,2,2,422,8,Potential Loyalists
13435.0,11,3,1088.1200000000001,4,3,3,433,10,Loyal Customers
13437.0,30,3,2024.25,3,3,4,334,10,Loyal Customers
13439.0,156,1,283.71,1,1,2,112,4,Others
13448.0,114,7,1379.31,2,4,4,244,10,At Risk
13450.0,25,4,1421.46,4,3,4,434,11,Loyal Customers
13451.0,27,5,2403.69,4,4,4,444,12,Champions
13452.0,160,2,590.0,1,2,3,123,6,Others
13453.0,66,2,356.97999999999996,3,2,2,322,7,Potential Loyalists
13455.0,101,3,641.95,2,3,3,233,8,At Risk
13456.0,56,4,826.1600000000001,3,3,3,333,9,Loyal Customers
13458.0,36,15,7287.49,3,4,4,344,11,Loyal Customers
13461.0,39,2,884.2,3,2,3,323,8,Potential Loyalists
13462.0,84,2,143.25,2,2,1,221,5,Others
13466.0,1,2,297.95,4,2,2,422,8,Potential Loyalists
13468.0,8,29,4237.16,4,4,4,444,12,Champions
13470.0,16,1,115.5,4,1,1,411,6,Potential Loyalists
13473.0,231,2,236.16,1,2,1,121,4,Others
13474.0,137,1,229.59,2,1,1,211,4,Others
13475.0,92,4,1431.78,2,3,4,234,9,At Risk
13476.0,79,4,1092.77,2,3,3,233,8,At Risk
13477.0,39,6,886.5,3,4,3,343,10,Loyal Customers
13479.0,99,3,291.0,2,3,2,232,7,At Risk
13481.0,9,6,1348.58,4,4,4,444,12,Champions
13482.0,133,1,184.64,2,1,1,211,4,Others
13484.0,142,1,313.8,2,1,2,212,5,Others
13485.0,134,1,454.24,2,1,2,212,5,Others
13486.0,29,2,819.61,3,2,3,323,8,Potential Loyalists
13487.0,114,2,408.8,2,2,2,222,6,Others
13488.0,21,13,6538.68,4,4,4,444,12,Champions
13489.0,6,4,449.52,4,3,2,432,9,Loyal Customers
13491.0,48,9,1088.45,3,4,3,343,10,Loyal Customers
13492.0,37,3,1269.84,3,3,3,333,9,Loyal Customers
13493.0,176,2,618.63,1,2,3,123,6,Others
13494.0,212,1,316.26000000000005,1,1,2,112,4,Others
13495.0,133,4,1017.6800000000001,2,3,3,233,8,At Risk
13496.0,259,2,465.61,1,2,2,122,5,Others
13497.0,183,3,321.05,1,3,2,132,6,At Risk
13499.0,118,3,454.59000000000003,2,3,2,232,7,At Risk
13500.0,23,1,326.4,4,1,2,412,7,Potential Loyalists
13501.0,143,2,1310.47,2,2,3,223,7,Others
13502.0,175,2,189.16,1,2,1,121,4,Others
13505.0,30,6,2489.12,3,4,4,344,11,Loyal Customers
13506.0,213,3,452.82,1,3,2,132,6,At Risk
13507.0,8,2,1636.47,4,2,4,424,10,Potential Loyalists
13508.0,144,1,110.97,2,1,1,211,4,Others
13509.0,50,4,665.02,3,3,3,333,9,Loyal Customers
13510.0,56,2,578.92,3,2,3,323,8,Potential Loyalists
13512.0,161,1,251.21,1,1,2,112,4,Others
13513.0,27,1,205.1,4,1,1,411,6,Potential Loyalists
13515.0,18,3,523.96,4,3,2,432,9,Loyal Customers
13516.0,139,1,146.0,2,1,1,211,4,Others
13517.0,7,4,1592.83,4,3,4,434,11,Loyal Customers
13520.0,29,7,2811.38,3,4,4,344,11,Loyal Customers
13523.0,77,4,2159.74,2,3,4,234,9,At Risk
13524.0,2,3,408.86,4,3,2,432,9,Loyal Customers
13525.0,149,1,282.88,1,1,2,112,4,Others
13527.0,6,4,1366.42,4,3,4,434,11,Loyal Customers
13529.0,105,1,181.1,2,1,1,211,4,Others
13531.0,106,2,483.8,2,2,2,222,6,Others
13533.0,83,3,270.79,2,3,2,232,7,At Risk
13534.0,1,37,4155.55,4,4,4,444,12,Champions
13538.0,21,5,891.75,4,4,3,443,11,Champions
13539.0,140,3,290.15,2,3,2,232,7,At Risk
13544.0,141,1,122.91,2,1,1,211,4,Others
13546.0,101,1,188.16,2,1,1,211,4,Others
13548.0,144,1,281.01,2,1,2,212,5,Others
13549.0,43,6,759.97,3,4,3,343,10,Loyal Customers
13551.0,220,1,91.80000000000001,1,1,1,111,3,Others
13552.0,24,12,2591.62,4,4,4,444,12,Champions
13555.0,102,2,1590.05,2,2,4,224,8,Others
13557.0,181,1,240.68,1,1,1,111,3,Others
13561.0,116,1,141.85999999999999,2,1,1,211,4,Others
13562.0,42,2,1209.73,3,2,3,323,8,Potential Loyalists
13563.0,41,1,310.88,3,1,2,312,6,Potential Loyalists
13564.0,45,5,647.74,3,4,3,343,10,Loyal Customers
13565.0,235,1,110.17999999999999,1,1,1,111,3,Others
13568.0,74,1,192.85,2,1,1,211,4,Others
13569.0,268,1,118.32,1,1,1,111,3,Others
13570.0,144,1,239.49,2,1,1,211,4,Others
13571.0,28,6,801.15,3,4,3,343,10,Loyal Customers
13572.0,106,1,1384.25,2,1,4,214,7,Others
13573.0,154,1,31.770000000000003,1,1,1,111,3,Others
13575.0,34,2,218.75,3,2,1,321,6,Potential Loyalists
13576.0,8,14,4503.17,4,4,4,444,12,Champions
13577.0,49,2,822.1,3,2,3,323,8,Potential Loyalists
13579.0,270,1,164.70000000000002,1,1,1,111,3,Others
13581.0,210,1,118.0,1,1,1,111,3,Others
13583.0,56,1,781.03,3,1,3,313,7,Potential Loyalists
13584.0,207,1,142.4,1,1,1,111,3,Others
13588.0,21,5,1053.51,4,4,3,443,11,Champions
13589.0,80,1,147.0,2,1,1,211,4,Others
13590.0,42,5,1110.58,3,4,3,343,10,Loyal Customers
13591.0,105,2,776.23,2,2,3,223,7,Others
13592.0,106,3,205.51,2,3,1,231,6,At Risk
13593.0,9,6,1990.28,4,4,4,444,12,Champions
13599.0,51,17,2233.87,3,4,4,344,11,Loyal Customers
13600.0,213,1,219.52,1,1,1,111,3,Others
13601.0,112,1,373.2,2,1,2,212,5,Others
13606.0,144,2,250.42,2,2,2,222,6,Others
13610.0,11,6,768.26,4,4,3,443,11,Champions
13611.0,66,3,623.12,3,3,3,333,9,Loyal Customers
13614.0,65,2,794.98,3,2,3,323,8,Potential Loyalists
13615.0,213,2,399.99,1,2,2,122,5,Others
13617.0,14,2,365.7,4,2,2,422,8,Potential Loyalists
13618.0,74,1,177.34,2,1,1,211,4,Others
13621.0,17,1,213.85,4,1,1,411,6,Potential Loyalists
13623.0,111,5,532.02,2,4,2,242,8,At Risk
13626.0,153,1,257.23,1,1,2,112,4,Others
13627.0,52,4,1014.25,3,3,3,333,9,Loyal Customers
13629.0,37,7,4897.36,3,4,4,344,11,Loyal Customers
13630.0,6,8,1331.66,4,4,4,444,12,Champions
13631.0,35,11,2969.27,3,4,4,344,11,Loyal Customers
13632.0,74,4,810.35,2,3,3,233,8,At Risk
13634.0,7,3,783.77,4,3,3,433,10,Loyal Customers
13636.0,23,5,639.05,4,4,3,443,11,Champions
13637.0,88,2,684.85,2,2,3,223,7,Others
13642.0,116,1,354.8,2,1,2,212,5,Others
13643.0,86,1,87.9,2,1,1,211,4,Others
13644.0,6,1,851.09,4,1,3,413,8,Potential Loyalists
13645.0,21,1,252.1,4,1,2,412,7,Potential Loyalists
13647.0,76,2,803.86,2,2,3,223,7,Others
13649.0,157,2,346.6,1,2,2,122,5,Others
13650.0,106,3,718.52,2,3,3,233,8,At Risk
13652.0,157,2,638.24,1,2,3,123,6,Others
13654.0,46,4,1714.27,3,3,4,334,10,Loyal Customers
13655.0,15,2,932.97,4,2,3,423,9,Potential Loyalists
13656.0,65,2,379.65,3,2,2,322,7,Potential Loyalists
13657.0,102,1,152.34,2,1,1,211,4,Others
13658.0,80,3,715.6,2,3,3,233,8,At Risk
13659.0,98,3,1550.85,2,3,4,234,9,At Risk
13662.0,83,6,514.26,2,4,2,242,8,At Risk
13663.0,80,1,189.47,2,1,1,211,4,Others
13666.0,188,2,64.05,1,2,1,121,4,Others
13667.0,50,1,305.02,3,1,2,312,6,Potential Loyalists
13668.0,14,22,4864.97,4,4,4,444,12,Champions
13669.0,50,1,48.150000000000006,3,1,1,311,5,Potential Loyalists
13672.0,202,6,-71.46,1,4,1,141,6,At Risk
13675.0,52,2,486.82000000000005,3,2,2,322,7,Potential Loyalists
13678.0,52,1,232.6,3,1,1,311,5,Potential Loyalists
13680.0,237,3,871.48,1,3,3,133,7,At Risk
13681.0,56,1,203.46,3,1,1,311,5,Potential Loyalists
13682.0,88,1,59.5,2,1,1,211,4,Others
13684.0,186,2,64.23,1,2,1,121,4,Others
13686.0,83,1,72.0,2,1,1,211,4,Others
13692.0,104,4,850.13,2,3,3,233,8,At Risk
13693.0,226,2,-32.0,1,2,1,121,4,Others
13694.0,1,46,43807.0,4,4,4,444,12,Champions
13695.0,20,11,1385.53,4,4,4,444,12,Champions
13699.0,56,1,308.58000000000004,3,1,2,312,6,Potential Loyalists
13700.0,77,6,1245.8,2,4,3,243,9,At Risk
13703.0,219,1,99.5,1,1,1,111,3,Others
13705.0,45,2,522.68,3,2,2,322,7,Potential Loyalists
13706.0,203,1,330.79,1,1,2,112,4,Others
13707.0,168,2,806.41,1,2,3,123,6,Others
13708.0,172,1,296.88,1,1,2,112,4,Others
13709.0,1,7,2879.87,4,4,4,444,12,Champions
13711.0,119,2,252.06,2,2,2,222,6,Others
13712.0,147,1,228.84,2,1,1,211,4,Others
13715.0,182,8,1053.94,1,4,3,143,8,At Risk
13716.0,170,1,138.28,1,1,1,111,3,Others
13717.0,29,5,943.24,3,4,3,343,10,Loyal Customers
13718.0,147,2,306.55,2,2,2,222,6,Others
13719.0,106,2,338.74,2,2,2,222,6,Others
13720.0,17,4,799.9,4,3,3,433,10,Loyal Customers
13722.0,21,4,2369.16,4,3,4,434,11,Loyal Customers
13723.0,118,1,199.85000000000002,2,1,1,211,4,Others
13725.0,70,9,1828.1,3,4,4,344,11,Loyal Customers
13726.0,1,1,292.68,4,1,2,412,7,Potential Loyalists
13728.0,8,5,797.02,4,4,3,443,11,Champions
13730.0,36,2,752.6,3,2,3,323,8,Potential Loyalists
13731.0,120,2,610.59,2,2,3,223,7,Others
13735.0,76,4,1335.55,2,3,4,234,9,At Risk
13736.0,161,2,349.63,1,2,2,122,5,Others
13737.0,101,1,339.59999999999997,2,1,2,212,5,Others
13740.0,141,1,350.75,2,1,2,212,5,Others
13741.0,84,3,361.03000000000003,2,3,2,232,7,At Risk
13742.0,63,12,2620.12,3,4,4,344,11,Loyal Customers
13743.0,8,6,910.67,4,4,3,443,11,Champions
13744.0,193,1,893.16,1,1,3,113,5,Others
13745.0,52,2,291.54,3,2,2,322,7,Potential Loyalists
13747.0,274,1,79.6,1,1,1,111,3,Others
13748.0,133,3,580.85,2,3,3,233,8,At Risk
13750.0,41,4,1316.63,3,3,4,334,10,Loyal Customers
13751.0,189,1,296.25,1,1,2,112,4,Others
13752.0,25,6,1186.28,4,4,3,443,11,Champions
13753.0,188,1,741.26,1,1,3,113,5,Others
13754.0,52,2,282.59999999999997,3,2,2,322,7,Potential Loyalists
13756.0,30,7,2558.34,3,4,4,344,11,Loyal Customers
13758.0,102,5,2351.52,2,4,4,244,10,At Risk
13760.0,157,1,135.09,1,1,1,111,3,Others
13761.0,80,1,491.71000000000004,2,1,2,212,5,Others
13762.0,105,2,3.552713678800501e-15,2,2,1,221,5,Others
13763.0,59,2,-25.5,3,2,1,321,6,Potential Loyalists
13764.0,45,2,945.63,3,2,3,323,8,Potential Loyalists
13767.0,9,40,9518.37,4,4,4,444,12,Champions
13769.0,14,11,1707.29,4,4,4,444,12,Champions
13771.0,80,3,1462.1000000000001,2,3,4,234,9,At Risk
13772.0,140,1,228.42,2,1,1,211,4,Others
13777.0,30,29,12157.99,3,4,4,344,11,Loyal Customers
13778.0,4,1,178.7,4,1,1,411,6,Potential Loyalists
13780.0,71,1,116.28000000000002,3,1,1,311,5,Potential Loyalists
13781.0,151,1,127.84,1,1,1,111,3,Others
13782.0,25,3,487.93,4,3,2,432,9,Loyal Customers
13784.0,14,8,1968.63,4,4,4,444,12,Champions
13786.0,268,1,230.39999999999998,1,1,1,111,3,Others
13787.0,265,1,106.4,1,1,1,111,3,Others
13791.0,28,2,1516.0,3,2,4,324,9,Potential Loyalists
13792.0,188,1,74.60000000000001,1,1,1,111,3,Others
13798.0,8,46,27373.91,4,4,4,444,12,Champions
13799.0,17,2,688.86,4,2,3,423,9,Potential Loyalists
13800.0,210,1,558.32,1,1,3,113,5,Others
13802.0,39,6,3906.27,3,4,4,344,11,Loyal Customers
13803.0,156,1,277.07,1,1,2,112,4,Others
13804.0,42,3,1355.11,3,3,4,334,10,Loyal Customers
13805.0,30,1,500.24,3,1,2,312,6,Potential Loyalists
13807.0,268,1,112.6,1,1,1,111,3,Others
13809.0,206,1,155.05,1,1,1,111,3,Others
13811.0,84,4,591.75,2,3,3,233,8,At Risk
13812.0,6,1,278.74,4,1,2,412,7,Potential Loyalists
13813.0,27,2,371.69,4,2,2,422,8,Potential Loyalists
13814.0,38,1,617.54,3,1,3,313,7,Potential Loyalists
13815.0,49,3,2965.3,3,3,4,334,10,Loyal Customers
13817.0,252,1,128.7,1,1,1,111,3,Others
13819.0,202,3,1140.35,1,3,3,133,7,At Risk
13821.0,45,2,385.64,3,2,2,322,7,Potential Loyalists
13824.0,36,4,1429.84,3,3,4,334,10,Loyal Customers
13826.0,59,2,174.65,3,2,1,321,6,Potential Loyalists
13827.0,34,2,300.76,3,2,2,322,7,Potential Loyalists
13829.0,260,1,-102.0,1,1,1,111,3,Others
13831.0,39,4,1455.3899999999999,3,3,4,334,10,Loyal Customers
13833.0,60,1,384.8,3,1,2,312,6,Potential Loyalists
13835.0,56,2,537.34,3,2,3,323,8,Potential Loyalists
13837.0,112,2,271.24,2,2,2,222,6,Others
13838.0,18,3,479.59,4,3,2,432,9,Loyal Customers
13841.0,153,1,85.0,1,1,1,111,3,Others
13842.0,56,7,2165.27,3,4,4,344,11,Loyal Customers
13846.0,143,3,646.48,2,3,3,233,8,At Risk
13848.0,198,2,935.0,1,2,3,123,6,Others
13849.0,71,1,593.5799999999999,3,1,3,313,7,Potential Loyalists
13850.0,30,1,1595.48,3,1,4,314,8,Potential Loyalists
13851.0,29,2,1353.28,3,2,4,324,9,Potential Loyalists
13854.0,7,23,6060.66,4,4,4,444,12,Champions
13856.0,69,5,363.4,3,4,2,342,9,Loyal Customers
13859.0,227,1,201.16,1,1,1,111,3,Others
13862.0,9,8,1759.25,4,4,4,444,12,Champions
13863.0,146,2,299.56,2,2,2,222,6,Others
13865.0,37,3,383.34000000000003,3,3,2,332,8,Loyal Customers
13867.0,119,1,138.85,2,1,1,211,4,Others
13869.0,24,4,3104.95,4,3,4,434,11,Loyal Customers
13870.0,2,6,2162.67,4,4,4,444,12,Champions
13871.0,13,8,4074.2400000000002,4,4,4,444,12,Champions
13873.0,20,4,381.7,4,3,2,432,9,Loyal Customers
13874.0,259,1,540.45,1,1,3,113,5,Others
13875.0,34,4,1424.8,3,3,4,334,10,Loyal Customers
13880.0,46,8,1680.76,3,4,4,344,11,Loyal Customers
13881.0,8,10,6901.14,4,4,4,444,12,Champions
13883.0,101,7,1643.2,2,4,4,244,10,At Risk
13884.0,178,4,189.95000000000002,1,3,1,131,5,At Risk
13885.0,90,2,506.8,2,2,2,222,6,Others
13887.0,105,1,349.55,2,1,2,212,5,Others
13888.0,20,2,605.63,4,2,3,423,9,Potential Loyalists
13890.0,8,3,496.01,4,3,2,432,9,Loyal Customers
13892.0,147,1,54.519999999999996,2,1,1,211,4,Others
13893.0,198,1,821.1,1,1,3,113,5,Others
13894.0,203,2,150.95,1,2,1,121,4,Others
13895.0,44,2,937.3000000000001,3,2,3,323,8,Potential Loyalists
13898.0,226,1,155.93,1,1,1,111,3,Others
13899.0,175,1,298.5,1,1,2,112,4,Others
13900.0,84,3,740.95,2,3,3,233,8,At Risk
13901.0,8,4,2652.28,4,3,4,434,11,Loyal Customers
13904.0,195,1,201.12,1,1,1,111,3,Others
13908.0,27,4,1439.11,4,3,4,434,11,Loyal Customers
13911.0,45,8,2437.63,3,4,4,344,11,Loyal Customers
13917.0,92,1,65.38,2,1,1,211,4,Others
13918.0,154,1,198.2,1,1,1,111,3,Others
13919.0,22,1,213.15,4,1,1,411,6,Potential Loyalists
13922.0,252,1,172.25,1,1,1,111,3,Others
13925.0,14,3,447.2,4,3,2,432,9,Loyal Customers
13928.0,7,2,225.45000000000002,4,2,1,421,7,Potential Loyalists
13929.0,70,3,802.85,3,3,3,333,9,Loyal Customers
13930.0,37,1,210.0,3,1,1,311,5,Potential Loyalists
13931.0,181,1,378.21000000000004,1,1,2,112,4,Others
13932.0,195,1,307.4,1,1,2,112,4,Others
13933.0,10,2,608.7900000000001,4,2,3,423,9,Potential Loyalists
13934.0,164,1,922.1,1,1,3,113,5,Others
13936.0,72,2,361.28,3,2,2,322,7,Potential Loyalists
13937.0,70,1,158.85,3,1,1,311,5,Potential Loyalists
13939.0,9,3,378.40999999999997,4,3,2,432,9,Loyal Customers
13940.0,17,2,391.06,4,2,2,422,8,Potential Loyalists
13941.0,44,5,2630.71,3,4,4,344,11,Loyal Customers
13946.0,102,2,485.96999999999997,2,2,2,222,6,Others
13948.0,261,1,102.0,1,1,1,111,3,Others
13950.0,147,1,179.30999999999997,2,1,1,211,4,Others
13951.0,77,3,674.45,2,3,3,233,8,At Risk
13952.0,112,3,3246.091,2,3,4,234,9,At Risk
13953.0,16,5,2604.36,4,4,4,444,12,Champions
13955.0,55,2,322.96,3,2,2,322,7,Potential Loyalists
13956.0,39,3,680.27,3,3,3,333,9,Loyal Customers
13958.0,273,1,-102.45,1,1,1,111,3,Others
13959.0,182,2,337.44,1,2,2,122,5,Others
13962.0,146,1,117.6,2,1,1,211,4,Others
13963.0,209,4,664.54,1,3,3,133,7,At Risk
13967.0,46,1,80.7,3,1,1,311,5,Potential Loyalists
13969.0,8,11,3911.35,4,4,4,444,12,Champions
13971.0,7,8,1938.16,4,4,4,444,12,Champions
13972.0,102,1,145.9,2,1,1,211,4,Others
13973.0,188,1,264.7,1,1,2,112,4,Others
13975.0,29,5,1474.66,3,4,4,344,11,Loyal Customers
13976.0,107,1,357.98,2,1,2,212,5,Others
13982.0,64,4,1219.44,3,3,3,333,9,Loyal Customers
13983.0,88,8,1681.06,2,4,4,244,10,At Risk
13984.0,27,5,386.85,4,4,2,442,10,Champions
13985.0,8,8,2737.44,4,4,4,444,12,Champions
13988.0,63,4,1916.85,3,3,4,334,10,Loyal Customers
13989.0,140,1,896.6700000000001,2,1,3,213,6,Others
13990.0,114,1,311.3,2,1,2,212,5,Others
13991.0,44,1,126.35,3,1,1,311,5,Potential Loyalists
13993.0,1,7,2243.16,4,4,4,444,12,Champions
13994.0,6,2,419.56,4,2,2,422,8,Potential Loyalists
